# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1505917	1506738	+						886972	Rv1339	822		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1505917	1506738	+	NP_215855.1	WP_003406922.1		hypothetical protein		886972	Rv1339	822	273	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1506755	1507534	+					rphA	886864	Rv1340	780		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1506755	1507534	+	NP_215856.1	WP_003406926.1		ribonuclease PH	rphA	886864	Rv1340	780	259	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1507573	1508187	+						886861	Rv1341	615		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1507573	1508187	+	NP_215857.1	WP_003406931.1		non-canonical purine NTP pyrophosphatase		886861	Rv1341	615	204	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1508184	1508546	-						886862	Rv1342c	363		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1508184	1508546	-	YP_177800.1	WP_003406937.1		hypothetical protein		886862	Rv1342c	363	120	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1508543	1508923	-					lprD	886852	Rv1343c	381		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1508543	1508923	-	NP_215859.1	WP_003898833.1		lipoprotein LprD	lprD	886852	Rv1343c	381	126	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1508968	1509288	+					mbtL	886848	Rv1344	321		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1508968	1509288	+	NP_215860.1	WP_003406944.1		acyl carrier protein MbtL	mbtL	886848	Rv1344	321	106	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1509281	1510846	+					mbtM	886855	Rv1345	1566		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1509281	1510846	+	NP_215861.1	WP_003406950.1		long-chain-fatty-acid--ACP ligase MbtM	mbtM	886855	Rv1345	1566	521	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1510846	1512006	+					mbtN	886844	Rv1346	1161		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1510846	1512006	+	NP_215862.1	WP_003406953.1		acyl-[acyl-carrier-protein] dehydrogenase MbtN	mbtN	886844	Rv1346	1161	386	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1511973	1512605	-					mbtK	886846	Rv1347c	633		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1511973	1512605	-	NP_215863.1	WP_003406956.1		lysine N-acetyltransferase MbtK	mbtK	886846	Rv1347c	633	210	
gene	tRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1512728	1512811	+					leuW	2700424	Rvnt19	84		
tRNA		GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1512728	1512811	+				tRNA-Leu	leuW	2700424	Rvnt19	84		anticodon=TAG
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1513047	1515626	+					irtA	886853	Rv1348	2580		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1513047	1515626	+	NP_215864.1	WP_003406958.1		iron ABC transporter ATP-binding protein/permease IrtA	irtA	886853	Rv1348	2580	859	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1515623	1517362	+					irtB	886834	Rv1349	1740		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1515623	1517362	+	NP_215865.1	WP_003900322.1		iron ABC transporter ATP-binding protein/permease IrtB	irtB	886834	Rv1349	1740	579	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1517491	1518234	+					fabG2	886837	Rv1350	744		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1517491	1518234	+	NP_215866.1	WP_003406963.1		3-oxoacyl-ACP reductase FabG	fabG2	886837	Rv1350	744	247	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1518231	1518560	+						886831	Rv1351	330		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1518231	1518560	+	NP_215867.1	WP_003898835.1		hypothetical protein		886831	Rv1351	330	109	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1518763	1519134	+						886833	Rv1352	372		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1518763	1519134	+	NP_215868.1	WP_003406967.1		hypothetical protein		886833	Rv1352	372	123	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1519200	1519985	-						886827	Rv1353c	786		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1519200	1519985	-	NP_215869.1	WP_003898836.1		HTH-type transcriptional regulator		886827	Rv1353c	786	261	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1520005	1521876	-						886829	Rv1354c	1872		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1520005	1521876	-	NP_215870.1	WP_003898837.1		hypothetical protein		886829	Rv1354c	1872	623	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1521885	1524032	-					moeY	886839	Rv1355c	2148		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1521885	1524032	-	NP_215871.1	WP_003898838.1		molybdopterin biosynthesis protein MoeY	moeY	886839	Rv1355c	2148	715	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1524029	1524820	-						886850	Rv1356c	792		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1524029	1524820	-	NP_215872.1	WP_003406981.1		hypothetical protein		886850	Rv1356c	792	263	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1525293	1526216	-						886815	Rv1357c	924		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1525293	1526216	-	NP_215873.1	WP_003406987.1		hypothetical protein		886815	Rv1357c	924	307	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1526612	1530091	+						886817	Rv1358	3480		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1526612	1530091	+	NP_215874.1	WP_003901139.1		transcriptional regulator		886817	Rv1358	3480	1159	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1530173	1530925	+						886841	Rv1359	753		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1530173	1530925	+	NP_215875.1	WP_003407052.1		transcriptional regulator		886841	Rv1359	753	250	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1531348	1532370	+						886813	Rv1360	1023		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1531348	1532370	+	NP_215876.1	WP_003898842.1		oxidoreductase		886813	Rv1360	1023	340	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1532443	1533633	-					PPE19	886819	Rv1361c	1191		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1532443	1533633	-	YP_177801.1	WP_003901140.1		PPE family protein PPE19	PPE19	886819	Rv1361c	1191	396	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1533948	1534610	-						886809	Rv1362c	663		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1533948	1534610	-	NP_215878.1	WP_003407152.1		membrane protein		886809	Rv1362c	663	220	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1534607	1535392	-						886811	Rv1363c	786		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1534607	1535392	-	NP_215879.1	WP_003407157.1		membrane protein		886811	Rv1363c	786	261	
gene	ncRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1535417	1535716	-					mcr15	14515856	RVnc0015	300		
ncRNA	other	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1535417	1535716	-				Putative small regulatory RNA	mcr15	14515856	RVnc0015	300		
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1535683	1537644	-						886802	Rv1364c	1962		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1535683	1537644	-	YP_177802.1	WP_003916806.1		sigma factor regulatory protein		886802	Rv1364c	1962	653	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1537783	1538169	-					rsfA	886794	Rv1365c	387		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1537783	1538169	-	NP_215881.1	WP_003898845.1		anti-sigma-F factor antagonist RsfA	rsfA	886794	Rv1365c	387	128	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1538390	1539211	+						886805	Rv1366	822		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1538390	1539211	+	NP_215882.1	WP_003407164.1		hypothetical protein		886805	Rv1366	822	273	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1539180	1539440	+						14515857	Rv1366A	261		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1539180	1539440	+	YP_004837053.2	WP_003907641.1		hypothetical protein		14515857	Rv1366A	261	86	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1539512	1540645	-						886793	Rv1367c	1134		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1539512	1540645	-	NP_215883.1	WP_010886113.1		hypothetical protein		886793	Rv1367c	1134	377	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1541020	1541805	+					lprF	886798	Rv1368	786		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1541020	1541805	+	NP_215884.1	WP_003407180.1		lipoprotein LprF	lprF	886798	Rv1368	786	261	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1543359	1544828	+						886800	Rv1371	1470		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1543359	1544828	+	NP_215887.1	WP_003900326.1		membrane protein		886800	Rv1371	1470	489	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1544825	1546006	+						886797	Rv1372	1182		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1544825	1546006	+	YP_177803.1	WP_003407185.1		alpha-pyrone synthesis polyketide synthase-like protein		886797	Rv1372	1182	393	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1546012	1546992	+						886781	Rv1373	981		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1546012	1546992	+	NP_215889.1	WP_003898849.1		glycolipid sulfotransferase		886781	Rv1373	981	326	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1547072	1547530	-						886783	Rv1374c	459		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1547072	1547530	-	NP_215890.2	WP_003916821.1		hypothetical protein		886783	Rv1374c	459	152	
gene	ncRNA	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1547129	1547268	+					MTS1082	14515858	RVnc0035	140		
ncRNA	other	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1547129	1547268	+				Putative small regulatory RNA	MTS1082	14515858	RVnc0035	140		
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1547832	1549151	+						886778	Rv1375	1320		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1547832	1549151	+	NP_215891.1	WP_003898850.1		hypothetical protein		886778	Rv1375	1320	439	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1549148	1550641	+						886777	Rv1376	1494		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1549148	1550641	+	NP_215892.1	WP_003900327.1		hypothetical protein		886777	Rv1376	1494	497	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1550579	1551217	-						886775	Rv1377c	639		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1550579	1551217	-	NP_215893.1	WP_003898852.1		transferase		886775	Rv1377c	639	212	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1551228	1552655	-						886773	Rv1378c	1428		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1551228	1552655	-	NP_215894.1	WP_009936020.1		hypothetical protein		886773	Rv1378c	1428	475	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1552654	1553235	+					pyrR	886769	Rv1379	582		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1552654	1553235	+	NP_215895.1	WP_003407196.1		bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	pyrR	886769	Rv1379	582	193	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1553232	1554191	+					pyrB	886771	Rv1380	960		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1553232	1554191	+	NP_215896.1	WP_003407200.1		aspartate carbamoyltransferase	pyrB	886771	Rv1380	960	319	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1554188	1555480	+					pyrC	886765	Rv1381	1293		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1554188	1555480	+	NP_215897.1	WP_003407204.1		dihydroorotase	pyrC	886765	Rv1381	1293	430	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1555477	1555974	+						886767	Rv1382	498		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1555477	1555974	+	NP_215898.1	WP_003898853.1		hypothetical protein		886767	Rv1382	498	165	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1555971	1557101	+					carA	886761	Rv1383	1131		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1555971	1557101	+	NP_215899.1	WP_003407208.1		carbamoyl-phosphate synthase small subunit	carA	886761	Rv1383	1131	376	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1557101	1560448	+					carB	886253	Rv1384	3348		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1557101	1560448	+	YP_177804.1	WP_003898855.1		carbamoyl-phosphate synthase large subunit	carB	886253	Rv1384	3348	1115	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1560445	1561269	+					pyrF	886763	Rv1385	825		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1560445	1561269	+	NP_215901.1	WP_003407220.1		orotidine 5'-phosphate decarboxylase	pyrF	886763	Rv1385	825	274	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1561464	1561772	+					PE15	886757	Rv1386	309		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1561464	1561772	+	YP_177805.1	WP_003407225.1		PE family protein PE15	PE15	886757	Rv1386	309	102	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1561769	1563388	+					PPE20	886784	Rv1387	1620		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1561769	1563388	+	YP_177806.1	WP_003407230.1		PPE family protein PPE20	PPE20	886784	Rv1387	1620	539	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1563694	1564266	+					mihF	886751	Rv1388	573		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1563694	1564266	+	NP_215904.1	WP_003898857.1		integration host factor MihF	mihF	886751	Rv1388	573	190	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1564401	1565027	+					gmk	886787	Rv1389	627		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1564401	1565027	+	NP_215905.1	WP_003900331.1		guanylate kinase	gmk	886787	Rv1389	627	208	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1565093	1565425	+					rpoZ	886754	Rv1390	333		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1565093	1565425	+	NP_215906.1	WP_003407248.1		DNA-directed RNA polymerase subunit omega	rpoZ	886754	Rv1390	333	110	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1565441	1566697	+					dfp	886749	Rv1391	1257		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1565441	1566697	+	NP_215907.1	WP_003898859.1		bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	dfp	886749	Rv1391	1257	418	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1566825	1568036	+					metK	886741	Rv1392	1212		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1566825	1568036	+	NP_215908.1	WP_003900333.1		S-adenosylmethionine synthetase	metK	886741	Rv1392	1212	403	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1568109	1569587	-						886743	Rv1393c	1479		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1568109	1569587	-	NP_215909.1	WP_003407257.1		monoxygenase		886743	Rv1393c	1479	492	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1569584	1570969	-					cyp132	886738	Rv1394c	1386		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1569584	1570969	-	YP_177807.1	WP_003911514.1		cytochrome P450 Cyp132	cyp132	886738	Rv1394c	1386	461	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1571047	1572081	+						886251	Rv1395	1035		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1571047	1572081	+	YP_177808.1	WP_003407264.1		HTH-type transcriptional regulator		886251	Rv1395	1035	344	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1572127	1573857	-					PE_PGRS25	886745	Rv1396c	1731		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1572127	1573857	-	YP_177809.1	WP_010886114.1		PE-PGRS family protein PE_PGRS25	PE_PGRS25	886745	Rv1396c	1731	576	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1574112	1574513	-					vapC10	886736	Rv1397c	402		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1574112	1574513	-	NP_215913.1	WP_003898861.1		ribonuclease VapC10	vapC10	886736	Rv1397c	402	133	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1574510	1574767	-					vapB10	886759	Rv1398c	258		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1574510	1574767	-	NP_215914.1	WP_003407272.1		antitoxin VapB10	vapB10	886759	Rv1398c	258	85	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1574850	1575809	-					nlhH	886731	Rv1399c	960		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1574850	1575809	-	NP_215915.1	WP_003407276.1		carboxylesterase NlhH	nlhH	886731	Rv1399c	960	319	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1575834	1576796	-					lipI	886728	Rv1400c	963		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1575834	1576796	-	NP_215916.1	WP_003407279.1		lipase	lipI	886728	Rv1400c	963	320	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1576930	1577532	+						886733	Rv1401	603		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1576930	1577532	+	NP_215917.1	WP_003407282.1		membrane protein		886733	Rv1401	603	200	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1577613	1579580	+					priA	886716	Rv1402	1968		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	1577613	1579580	+	NP_215918.1	WP_003407285.1		primosomal protein N'	priA	886716	Rv1402	1968	655	
